model_id,model_name,model_family,developer,sizes,types,benchmark_count,total_results,avg_score,model_type,model_size,provider,type,base_model,year_evaluated,inference_platform,inference_engine,organization,release_date,architecture,context_window,license,url,parameters_billion,release_date_source
ChatGPT w/o tkg,ChatGPT w/o tkg,GPT-3.5,OpenAI,,,1.0,1.0,15.10,,,,,GPT-3.5-Turbo,,,,,2022-11,,,,,,single_haiku
GAL 120B,GAL 120B,,,,,5.0,5.0,68.80,,,,,,,,,,2021-10,,,,,,sourced_evidence
GAL 30B,GAL 30B,,,,,1.0,1.0,12.70,,,,,,,,,,2021-10,,,,,,sourced_evidence
GPT-2 1.5B,GPT-2 1.5B,,,,,2.0,2.0,35.07,,,,,,,,,,2019-11,,,,,,hf_createdat
GPT-3 175B,GPT-3 175B,,,,,19.0,30.0,55.75,,,,,,,,,,2020,,,,,,corroborated_year
LLaMA 33B,LLaMA 33B,,,,,11.0,13.0,47.65,,,,,,,,,,2023-02,,,,,,sourced_evidence
LLaMA 65B,LLaMA 65B,,,,,13.0,18.0,59.29,,,,,,,,,,2023-02,,,,,,single_haiku
LLaMA 2 70B,LLaMA 2 70B,,,,,4.0,4.0,65.10,,,,,,,,,,2023-07,,,,,,corroborated_month
Camelidae-8×34B,Camelidae-8×34B,,,,,7.0,7.0,65.33,,,,,,,,,,2024-01,,,,,,web_verified
MT-NLG 530B,MT-NLG 530B,,,,,1.0,1.0,82.00,,,,,,,,,,2021-10,,,,,,single_haiku
LLaMA 2 34B,LLaMA 2 34B,,,,,2.0,2.0,57.45,,,,,,,,,,2023-07,,,,,,corroborated_month
Gopher 280B,Gopher 280B,,,,,2.0,2.0,75.95,,,,,,,,,,2021-12,,,,,,single_haiku
Chinchilla 70B,Chinchilla 70B,,,,,2.0,2.0,78.35,,,,,,,,,,2022-03,,,,,,single_haiku
SparseGPT 175B (50% Sparsity),SparseGPT 175B (50% Sparsity),,,,,6.0,6.0,59.20,,,,,,,,,,2023-03,,,,,,sourced_evidence
FLAN 137B,FLAN 137B,,,,,16.0,33.0,64.17,,,,,,,,,,2021-09,,,,,,single_haiku
LLaMA 2 13B,LLaMA 2 13B,,,,,2.0,2.0,55.55,,,,,,,,,,2023-07,,,,,,corroborated_month
LLaMA 13B,LLaMA 13B,,,,,11.0,11.0,52.84,,,,,,,,,,2023-02,,,,,,single_haiku
LLaMA 7B,LLaMA 7B,,,,,10.0,10.0,46.60,,,,,,,,,,2023-02,,,,,,single_haiku
SparseGPT 175B (4:8 Sparsity),SparseGPT 175B (4:8 Sparsity),,,,,6.0,6.0,58.66,,,,,,,,,,2023-03,,,,,,sourced_evidence
SparseGPT 175B (2:4 Sparsity),SparseGPT 175B (2:4 Sparsity),,,,,6.0,6.0,58.33,,,,,,,,,,2023-03,,,,,,sourced_evidence
LLaMA 2 7B,LLaMA 2 7B,,,,,2.0,2.0,49.80,,,,,,,,,,2023-07,,,,,,corroborated_month
phi-1.5-web (1.3B),phi-1.5-web (1.3B),,,,,2.0,2.0,60.25,,,,,,,,,,2023,,,,,,corroborated_year
Open-LLaMA-3B-v2,Open-LLaMA-3B-v2,,,,,1.0,1.0,76.20,,,,,,,,,,2023-07,,,,,,hf_createdat
Pythia 12B,Pythia 12B,,,,,5.0,9.0,62.66,,,,,,,,,,2023,,,,,,corroborated_year
Sheared-LLaMA-2.7B,Sheared-LLaMA-2.7B,,,,,1.0,1.0,75.80,,,,,,,,,,2023-10,,,,,,hf_createdat
Pythia 6.9B,Pythia 6.9B,,,,,3.0,3.0,67.79,,,,,,,,,,2023,,,,,,corroborated_year
Sheared-LLaMA-1.3B,Sheared-LLaMA-1.3B,,,,,1.0,1.0,73.40,,,,,,,,,,2023-10,,,,,,sourced_evidence
sMLP - deterministic 9.4B,sMLP - deterministic 9.4B,,,,,5.0,5.0,70.88,,,,,,,,,,2022-03,,,,,,verified_arxiv
FLAN-T5-Large 783M,FLAN-T5-Large 783M,,,,,2.0,2.0,66.05,,,,,,,,,,2022-10,,,,,,hf_createdat
LaMini-GPT 1.5B,LaMini-GPT 1.5B,,,,,3.0,3.0,64.93,,,,,,,,,,2023-04,,,,,,sourced_evidence
GPT-2-XL 1.5B,GPT-2-XL 1.5B,,,,,9.0,9.0,21.76,,,,,,,,,,2019-11,,,,,,hf_createdat
Pythia 1B,Pythia 1B,,,,,1.0,1.0,70.40,,,,,,,,,,2023,,,,,,corroborated_year
GPT-2-small 124M,GPT-2-small 124M,,,,,1.0,1.0,69.20,,,,,,,,,,2019-02,,,,,,hf_createdat
OPT-175B (50% Sparsity),OPT-175B (50% Sparsity),,,,,6.0,6.0,65.37,,,,,,,,,,2022-05,,,,,,single_haiku
InstructGPT,InstructGPT,GPT-3,OpenAI,,,2.0,2.0,23.00,,,,,GPT-3 (175B),,,,,2022-01,,,,,,single_haiku
Llama3,Llama3,,,,,1.0,1.0,17.80,,,,,,,,,,2024-04,,,,,,hf_createdat
Hidden Coherence Model,Hidden Coherence Model,,,,,1.0,1.0,77.60,,,,,,,,,,2021-05,,,,,,sourced_evidence
o3-2025-01-31-high,o3-2025-01-31-high,,,,,1.0,1.0,92.52,,,,,,,,,,2025-01,,,,,,existing
o4-mini-2025-05-01-high,o4-mini-2025-05-01-high,,,,,1.0,1.0,88.24,,,,,,,,,,2025-05,,,,,,existing
PaLM 2,PaLM 2,,,,,14.0,24.0,77.85,,,,,,,,,,2023-05,,,,,,corroborated_month
GPT-4-0613,GPT-4-0613,,,,,1.0,1.0,84.80,,,,,,,,,,2023,,,,,,corroborated_year
ChatQA-1.5-llama3-8B,ChatQA-1.5-llama3-8B,,,,,2.0,2.0,61.85,,,,,,,,,,2024-07,,,,,,web_verified
ChatQA-1.5-llama3-70b,ChatQA-1.5-llama3-70b,,,,,2.0,2.0,66.30,,,,,,,,,,2024-07,,,,,,web_verified
UnifiedQA 11B,UnifiedQA 11B,,,,,2.0,3.0,81.57,,,,,,,,,,2020-10,,,,,,hf_createdat
CodeLlama:13B-4bit-quantised,CodeLlama:13B-4bit-quantised,,,,,1.0,1.0,32.70,,,,,,,,,,2023-08,,,,,,corroborated_month
CodeLlama:7B-4bit-quantised,CodeLlama:7B-4bit-quantised,,,,,1.0,1.0,28.90,,,,,,,,,,2023-08,,,,,,corroborated_month
EG-CFG (DeepSeek-V3-0324),EG-CFG (DeepSeek-V3-0324),,,,,3.0,3.0,83.91,,,,,,,,,,2025-03,,,,,,hf_createdat
MoTCoder-32B-V1.5,MoTCoder-32B-V1.5,,,,,1.0,1.0,68.44,,,,,,,,,,2023-12,,,,,,sourced_evidence
MoTCoder-7B-V1.5,MoTCoder-7B-V1.5,,,,,2.0,2.0,37.52,,,,,,,,,,2023-12,,,,,,sourced_evidence
DeepSeek-Coder-6.7B-Instruct,DeepSeek-Coder-6.7B-Instruct,,,,,1.0,1.0,33.80,,,,,,,,,,2023-11,,,,,,sourced_evidence
code-davinci-002 175B,code-davinci-002 175B,,,,,4.0,9.0,61.00,,,,,,,,,,2022-07,,,,,,single_haiku
MoTCoder-15B,MoTCoder-15B,,,,,1.0,1.0,26.34,,,,,,,,,,2023-12,,,,,,sourced_evidence
WizardCoder-15B,WizardCoder-15B,StarCoder,Microsoft,,,3.0,3.0,26.40,,,,,StarCoder (15.5B),,,,,2023-06,,,,,,hf_createdat
PanGu-Coder-FT-I,PanGu-Coder-FT-I,PanGu,Huawei,,,1.0,1.0,44.32,,,,,PanGu-Coder,,,,,2022-08,,,,,,single_haiku
MarianCG,MarianCG,,,,,2.0,2.0,58.13,,,,,,,,,,,,,,,,
LUKEMarian,LUKEMarian,,,,,2.0,2.0,54.16,,,,,,,,,,2022-05,,,,,,hf_createdat
MGDebugger (DeepSeek-V3-0324),MGDebugger (DeepSeek-V3-0324),,,,,1.0,1.0,92.40,,,,,,,,,,2025-03,,,,,,hf_createdat
Jiutian-大模型,Jiutian-大模型,,,,,2.0,2.0,92.60,,,,,,,,,,2024-03,,,,,,sourced_evidence
GPT-4 (ChatGPT Plus),GPT-4 (ChatGPT Plus),GPT-4,OpenAI,,,1.0,1.0,87.50,,,,,GPT-4,,,,,2023-03,,,,,,corroborated_month
EG-CFG (DeepSeek Coder 1.3b Instruct),EG-CFG (DeepSeek Coder 1.3b Instruct),,,,,1.0,1.0,83.20,,,,,,,,,,2025-06,,,,,,web_verified
GPT-4 (Bing Chat),GPT-4 (Bing Chat),GPT-4,OpenAI,,,1.0,1.0,82.00,,,,,GPT-4,,,,,2023-03,,,,,,corroborated_month
MGDebugger (CodeQwen1.5),MGDebugger (CodeQwen1.5),,,,,1.0,1.0,80.80,,,,,,,,,,2024-04,,,,,,hf_createdat
Bard (PaLM 2/chat-bison-001),Bard (PaLM 2/chat-bison-001),,,,,1.0,1.0,76.20,,,,,,,,,,2023,,,,,,corroborated_year
DeepSeek-Coder-Instruct 33B,DeepSeek-Coder-Instruct 33B,,,,,1.0,1.0,70.00,,,,,,,,,,2023-11,,,,,,sourced_evidence
DeepSeek-Coder-Base 33B,DeepSeek-Coder-Base 33B,,,,,1.0,1.0,66.00,,,,,,,,,,2023-11,,,,,,sourced_evidence
Code Llama - Python 70B,Code Llama - Python 70B,,,,,1.0,1.0,65.50,,,,,,,,,,2024-01,,,,,,hf_createdat
DeepSeek-Coder-Instruct 6.7B,DeepSeek-Coder-Instruct 6.7B,,,,,1.0,1.0,65.40,,,,,,,,,,2023-11,,,,,,sourced_evidence
Code Llama 70B,Code Llama 70B,,,,,1.0,1.0,62.40,,,,,,,,,,2024-01,,,,,,hf_createdat
Code Llama - Instruct 70B,Code Llama - Instruct 70B,,,,,1.0,1.0,62.20,,,,,,,,,,2024-01,,,,,,hf_createdat
code-davinci-001 175B,code-davinci-001 175B,,,,,1.0,2.0,60.05,,,,,,,,,,2022,,,,,,single_haiku
Unnatural Code Llama 34B,Unnatural Code Llama 34B,,,,,1.0,1.0,61.20,,,,,,,,,,2024-04,,,,,,single_hermes
DeepSeek-Coder-Base 6.7B,DeepSeek-Coder-Base 6.7B,,,,,1.0,1.0,60.60,,,,,,,,,,2023-11,,,,,,sourced_evidence
Code Llama - Instruct 34B,Code Llama - Instruct 34B,,,,,1.0,1.0,57.00,,,,,,,,,,2023-08,,,,,,hf_createdat
Code Llama - Python 34B,Code Llama - Python 34B,,,,,1.0,1.0,56.20,,,,,,,,,,2023-08,,,,,,hf_createdat
code-cushman-001 12B (CodeT),code-cushman-001 12B (CodeT),,,,,1.0,1.0,55.40,,,,,,,,,,2022,,,,,,single_haiku
Code Llama 34B,Code Llama 34B,,,,,1.0,1.0,55.00,,,,,,,,,,2023-08,,,,,,sourced_evidence
StarCoder 15.5B,StarCoder 15.5B,,,,,1.0,2.0,49.95,,,,,,,,,,2023,,,,,,corroborated_year
PaLM 2-S*,PaLM 2-S*,,,,,1.0,1.0,50.00,,,,,,,,,,2023-05,,,,,,corroborated_month
CodeGen-Mono 16B,CodeGen-Mono 16B,,,,,1.0,1.0,49.50,,,,,,,,,,2022-04,,,,,,hf_createdat
Code Llama - Instruct 13B,Code Llama - Instruct 13B,,,,,1.0,1.0,49.40,,,,,,,,,,2023-08,,,,,,hf_createdat
DeepSeek-Coder-Instruct 1.3B,DeepSeek-Coder-Instruct 1.3B,,,,,1.0,1.0,49.40,,,,,,,,,,2023-11,,,,,,sourced_evidence
StarCoderBase 15.5B,StarCoderBase 15.5B,,,,,1.0,1.0,49.00,,,,,,,,,,2023,,,,,,corroborated_year
Code Llama - Python 13B,Code Llama - Python 13B,,,,,1.0,1.0,49.00,,,,,,,,,,2023-08,,,,,,hf_createdat
Qwen2idae-16x14B,Qwen2idae-16x14B,,,,,3.0,3.0,52.10,,,,,,,,,,2024-03,,,,,,hf_createdat
Code Llama - Python 7B,Code Llama - Python 7B,,,,,1.0,1.0,47.60,,,,,,,,,,2023-08,,,,,,hf_createdat
PaLM Coder 540B,PaLM Coder 540B,,,,,1.0,1.0,47.00,,,,,,,,,,2023,,,,,,corroborated_year
Code Llama 13B,Code Llama 13B,,,,,1.0,1.0,47.00,,,,,,,,,,2023-08,,,,,,hf_createdat
DeepSeek-Coder-Base 1.3B,DeepSeek-Coder-Base 1.3B,,,,,1.0,1.0,46.20,,,,,,,,,,2023-11,,,,,,sourced_evidence
Code Llama - Instruct 7B,Code Llama - Instruct 7B,,,,,1.0,1.0,44.40,,,,,,,,,,2023-08,,,,,,hf_createdat
SantaCoder 1.1B,SantaCoder 1.1B,,,,,1.0,1.0,35.00,,,,,,,,,,2023,,,,,,corroborated_year
CodeGeeX-13B,CodeGeeX-13B,,,,,1.0,1.0,24.40,,,,,,,,,,2023-06,,,,,,single_haiku
InCoder 6.7B,InCoder 6.7B,,,,,1.0,5.0,26.20,,,,,,,,,,2022-04,,,,,,hf_createdat
codechat-bison,codechat-bison,PaLM 2,Google,,,1.0,1.0,11.39,,,,,PaLM 2,,,,,2023,,,,,,single_haiku
chat-bison,chat-bison,PaLM 2,Google,,,1.0,1.0,8.48,,,,,PaLM 2,,,,,2023-03,,,,,,single_haiku
llama-v3p1-405b-instruct,llama-v3p1-405b-instruct,,,,,1.0,1.0,30.20,,,,,,,,,,2024-07,,,,,,hf_createdat
DeepSeek-R1 (MGDebugger),DeepSeek-R1 (MGDebugger),,,,,1.0,1.0,100.00,,,,,,,,,,2025-01,,,,,,hf_createdat
Chinchilla-70B,Chinchilla-70B,,,,,11.0,11.0,54.79,,,,,,,,,,2022-03,,,,,,single_haiku
Gopher-280B,Gopher-280B,,,,,11.0,11.0,46.15,,,,,,,,,,2021-12,,,,,,single_haiku
BloombergGPT 50B,BloombergGPT 50B,,,,,1.0,1.0,49.73,,,,,,,,,,2022-11,,,,,,sourced_evidence
PaLM 540B,PaLM 540B,,,,,30.0,50.0,61.01,,,,,,,,,,2022-04,,,,,,sourced_evidence
PaLM-cont 62B,PaLM-cont 62B,,,,,1.0,1.0,77.00,,,,,,,,,,2023-07,,,,,,sourced_evidence
RWKV v5 Eagle 7B,RWKV v5 Eagle 7B,,,,,1.0,1.0,70.80,,,,,,,,,,2024-01,,,,,,hf_createdat
Pythia 2.8B,Pythia 2.8B,,,,,1.0,1.0,59.40,,,,,,,,,,2023,,,,,,corroborated_year
"Shivaay (4B, few-shot, k=8)","Shivaay (4B, few-shot, k=8)",,,,,1.0,1.0,91.04,,,,,,,,,,2023-12,,,,,,sourced_evidence
LLaMA 3 8B + MoSLoRA,LLaMA 3 8B + MoSLoRA,,,,,5.0,5.0,85.70,,,,,,,,,,2024-04,,,,,,base_model_date
phi-1.5-web 1.3B,phi-1.5-web 1.3B,,,,,4.0,4.0,62.00,,,,,,,,,,2023,,,,,,corroborated_year
GLaM (64B/64E),GLaM (64B/64E),,,,,1.0,1.0,74.80,,,,,,,,,,2021-12,,,,,,single_haiku
GLaM 64B/64E,GLaM 64B/64E,,,,,2.0,3.0,55.50,,,,,,,,,,2021-12,,,,,,single_haiku
BLOOM,BLOOM,,,,,4.0,4.0,59.65,,,,,,,,,,2022-07,,,,,,corroborated_month
OPT,OPT,,,,,4.0,4.0,55.03,,,,,,,,,,2022-05,,,,,,single_haiku
GPT-3 Direct Finetuned,GPT-3 Direct Finetuned,,,,,1.0,1.0,73.00,,,,,,,,,,2020,,,,,,corroborated_year
STaR (on GPT-J),STaR (on GPT-J),,,,,1.0,1.0,72.30,,,,,,,,,,2022-10,,,,,,single_haiku
STaR without Rationalization (on GPT-J),STaR without Rationalization (on GPT-J),,,,,1.0,1.0,68.80,,,,,,,,,,2022-10,,,,,,single_haiku
GPT-J Direct Finetuned,GPT-J Direct Finetuned,,,,,1.0,1.0,60.00,,,,,,,,,,2022-10,,,,,,single_haiku
LaMDA 137B,LaMDA 137B,,,,,1.0,1.0,55.60,,,,,,,,,,2021-05,,,,,,single_haiku
Few-shot Direct GPT-J,Few-shot Direct GPT-J,,,,,1.0,1.0,20.90,,,,,,,,,,2022-10,,,,,,single_haiku
T5-XXL 11B,T5-XXL 11B,,,,,7.0,7.0,90.91,,,,,,,,,,2019-12,,,,,,hf_createdat
T5-XL 3B,T5-XL 3B,,,,,2.0,2.0,90.85,,,,,,,,,,2019-12,,,,,,hf_createdat
T5-3B (explanation prompting),T5-3B (explanation prompting),,,,,1.0,1.0,72.50,,,,,,,,,,2019-12,,,,,,hf_createdat
T0-11B (explanation prompting),T0-11B (explanation prompting),,,,,1.0,1.0,60.60,,,,,,,,,,2021-10,,,,,,hf_createdat
UnitedSynT5 (3B),UnitedSynT5 (3B),,,,,2.0,2.0,93.65,,,,,,,,,,2021-10,,,,,,single_haiku
Snorkel MeTaL (ensemble),Snorkel MeTaL (ensemble),,,,,2.0,2.0,91.90,,,,,,,,,,2023-10,,,,,,sourced_evidence
GPT-2,GPT-2,,,,,19.0,20.0,28.98,,,,,,,,,,2019-02,,,,,,hf_createdat
Inan et al. (2016) - Variational RHN,Inan et al. (2016) - Variational RHN,,,,,1.0,1.0,66.00,,,,,,,,,,2016,,,,,,single_haiku
LLM.float32 6.7B,LLM.float32 6.7B,,,,,1.0,1.0,13.30,,,,,,,,,,2023-05,,,,,,sourced_evidence
LLM.float32 2.7B,LLM.float32 2.7B,,,,,1.0,1.0,14.43,,,,,,,,,,2023-05,,,,,,sourced_evidence
LLM.float32 1.3B,LLM.float32 1.3B,,,,,1.0,1.0,15.91,,,,,,,,,,2023-05,,,,,,sourced_evidence
RETRO (7.5B),RETRO (7.5B),,,,,1.0,1.0,2.40,,,,,,,,,,2022-01,,,,,,single_haiku
Hybrid H3 (2.7B),Hybrid H3 (2.7B),,,,,1.0,1.0,10.60,,,,,,,,,,2022-12,,,,,,sourced_evidence
Megatron-LM,Megatron-LM,,,,,1.0,1.0,10.81,,,,,,,,,,2021-04,,,,,,sourced_evidence
GLM-XXLarge (bidirectional),GLM-XXLarge (bidirectional),,,,,2.0,2.0,41.84,,,,,,,,,,2024-03,,,,,,single_hermes
GLM-XXLarge (unidirectional),GLM-XXLarge (unidirectional),,,,,2.0,2.0,39.70,,,,,,,,,,2024-03,,,,,,single_hermes
Hybrid H3 (1.3B),Hybrid H3 (1.3B),,,,,1.0,1.0,12.50,,,,,,,,,,2022-12,,,,,,sourced_evidence
∞-former (Sticky memories + initialized GPT-2 Small),∞-former (Sticky memories + initialized GPT-2 Small),,,,,1.0,1.0,16.61,,,,,,,,,,2023-05,,,,,,sourced_evidence
∞-former (initialized GPT-2 Small),∞-former (initialized GPT-2 Small),,,,,1.0,1.0,16.64,,,,,,,,,,2023-05,,,,,,sourced_evidence
GPT-2 Full,GPT-2 Full,,,,,1.0,1.0,17.48,,,,,,,,,,2019-11,,,,,,hf_createdat
"DIFFQ (λ=1, g=16)","DIFFQ (λ=1, g=16)",,,,,1.0,1.0,18.00,,,,,,,,,,2023-04,,,,,,sourced_evidence
∞-former (Sticky memories),∞-former (Sticky memories),,,,,1.0,1.0,24.22,,,,,,,,,,2023-05,,,,,,sourced_evidence
PAR Transformer 24B,PAR Transformer 24B,,,,,1.0,1.0,1.18,,,,,,,,,,2022-09,,,,,,sourced_evidence
GLM-130B (bidirectional attention),GLM-130B (bidirectional attention),,,,,1.0,1.0,80.20,,,,,,,,,,2022-10,,,,,,sourced_evidence
GPT-3 6.7B,GPT-3 6.7B,,,,,1.0,1.0,70.30,,,,,,,,,,2020,,,,,,corroborated_year
Mamba-2.8B,Mamba-2.8B,,,,,2.0,2.0,69.45,,,,,,,,,,2023-12,,,,,,hf_createdat
MDLM (AR baseline),MDLM (AR baseline),,,,,1.0,1.0,20.09,,,,,,,,,,2023-05,,,,,,sourced_evidence
MDLM,MDLM,,,,,2.0,2.0,22.99,,,,,,,,,,2024-06,,,,,,web_verified
Cohere Large,Cohere Large,,,,,2.0,2.0,53.70,,,,,,,,,,2021-11,,,,,,single_haiku
GPT-2 (small),GPT-2 (small),,,,,2.0,2.0,33.45,,,,,,,,,,2019-02,,,,,,hf_createdat
Jurassic-1,Jurassic-1,,,,,1.0,1.0,65.00,,,,,,,,,,2021-08,,,,,,single_haiku
Phi-3 3.8B,Phi-3 3.8B,,,,,1.0,2.0,63.70,,,,,,,,,,2024-04,,,,,,web_verified
GPT-3 Davinci 175B (pre-trained),GPT-3 Davinci 175B (pre-trained),,,,,1.0,1.0,71.77,,,,,,,,,,2020,,,,,,corroborated_year
Gemma-2 2B,Gemma-2 2B,,,,,1.0,1.0,72.10,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama-3.2-Instruct 3B,Llama-3.2-Instruct 3B,,,,,1.0,1.0,73.70,,,,,,,,,,2024-09,,,,,,hf_createdat
GPT-3 Curie 6.7B (pre-trained),GPT-3 Curie 6.7B (pre-trained),,,,,1.0,1.0,79.80,,,,,,,,,,2020,,,,,,corroborated_year
Llama-3.2-Instruct 1B,Llama-3.2-Instruct 1B,,,,,1.0,1.0,80.70,,,,,,,,,,2024-09,,,,,,hf_createdat
GPT-3 Babbage 1.3B (pre-trained),GPT-3 Babbage 1.3B (pre-trained),,,,,1.0,1.0,87.18,,,,,,,,,,2020,,,,,,corroborated_year
GPT-3 Ada 350M (pre-trained),GPT-3 Ada 350M (pre-trained),,,,,1.0,1.0,96.31,,,,,,,,,,2020,,,,,,corroborated_year
GPT-2 XL 1.5B (pre-trained),GPT-2 XL 1.5B (pre-trained),,,,,1.0,1.0,1.05,,,,,,,,,,2019-02,,,,,,single_haiku
GPT-2 Large 774M (pre-trained),GPT-2 Large 774M (pre-trained),,,,,1.0,1.0,1.08,,,,,,,,,,2019-02,,,,,,single_haiku
GPT-2 Medium 355M (pre-trained),GPT-2 Medium 355M (pre-trained),,,,,1.0,1.0,1.09,,,,,,,,,,2019-02,,,,,,single_haiku
GPT-2 Small 124M (pre-trained),GPT-2 Small 124M (pre-trained),,,,,1.0,1.0,1.23,,,,,,,,,,2019-02,,,,,,single_haiku
"GPT-2 (48 layers, h=1600)","GPT-2 (48 layers, h=1600)",,,,,1.0,1.0,93.00,,,,,,,,,,2019-02,,,,,,single_haiku
MDLM-Prime,MDLM-Prime,,,,,1.0,1.0,15.36,,,,,,,,,,2023-10,,,,,,sourced_evidence
GPT2-Hermite,GPT2-Hermite,,,,,1.0,1.0,18.39,,,,,,,,,,2023-06,,,,,,sourced_evidence
GPT2-Tropical,GPT2-Tropical,,,,,1.0,1.0,18.64,,,,,,,,,,2023-06,,,,,,sourced_evidence
GPT2-Fourier,GPT2-Fourier,,,,,1.0,1.0,18.72,,,,,,,,,,2023-06,,,,,,sourced_evidence
GPT2-GELU,GPT2-GELU,,,,,1.0,1.0,19.24,,,,,,,,,,2019-10,,,,,,sourced_evidence
AnglE-LLaMA-7B,AnglE-LLaMA-7B,,,,,2.0,2.0,92.31,,,,,,,,,,2023-09,,,,,,sourced_evidence
GPT-4o-mini Fine-Tuned,GPT-4o-mini Fine-Tuned,GPT-4o,OpenAI,,,3.0,3.0,83.12,,,,,GPT-4o mini,,,,,2024-07,,,,,,web_cited
GPT-4o Fine-Tuned (Minimal),GPT-4o Fine-Tuned (Minimal),GPT-4o,OpenAI,,,3.0,3.0,83.33,,,,,GPT-4o,,,,,2024-05,,,,,,web_cited
GPT-4o (Prompt),GPT-4o (Prompt),,,,,3.0,3.0,77.52,,,,,,,,,,2024-05,,,,,,web_verified
GPT-4o-mini (Prompt),GPT-4o-mini (Prompt),,,,,3.0,3.0,75.85,,,,,,,,,,2024-07,,,,,,web_cited
Nyströmformer,Nyströmformer,,,,,1.0,1.0,91.40,,,,,,,,,,2021-02,,,,,,sourced_evidence
UniNER-7B,UniNER-7B,,,,,8.0,8.0,86.76,,,,,,,,,,2023-08,,,,,,sourced_evidence
T5-3b(UnifiedSKG),T5-3b(UnifiedSKG),,,,,1.0,1.0,70.07,,,,,,,,,,2019-10,,,,,,single_haiku
SGPT-125M-nli,SGPT-125M-nli,,,,,1.0,1.0,61.46,,,,,,,,,,2022-02,,,,,,sourced_evidence
SGPT-1.3B-msmarco,SGPT-1.3B-msmarco,,,,,1.0,1.0,66.52,,,,,,,,,,2022-02,,,,,,sourced_evidence
SGPT-BLOOM-7.1B-msmarco,SGPT-BLOOM-7.1B-msmarco,,,,,1.0,1.0,66.19,,,,,,,,,,2022,,,,,,corroborated_year
SGPT-5.8B-msmarco,SGPT-5.8B-msmarco,,,,,1.0,1.0,68.13,,,,,,,,,,2022-02,,,,,,sourced_evidence
ProphetNet,ProphetNet,,,,,2.0,2.0,30.34,,,,,,,,,,2020-01,,,,,,single_haiku
PEGASUS,PEGASUS,,,,,7.0,8.0,36.83,,,,,,,,,,2019-12,,,,,,single_haiku
Pegasus-X,Pegasus-X,,,,,1.0,1.0,50.00,,,,,,,,,,2022-09,,,,,,hf_createdat
DANCER PEGASUS,DANCER PEGASUS,,,,,2.0,2.0,45.67,,,,,,,,,,2019-12,,,,,,single_haiku
PEGASUSLARGE,PEGASUSLARGE,,,,,1.0,1.0,24.56,,,,,,,,,,2019-12,,,,,,single_haiku
RNES w/o coherence,RNES w/o coherence,,,,,1.0,1.0,41.25,,,,,,,,,,2023-05,,,,,,sourced_evidence
Scaled-MatchSum,Scaled-MatchSum,,,,,1.0,1.0,20.07,,,,,,,,,,2023-06,,,,,,sourced_evidence
ERNIE 2.0 (optimized),ERNIE 2.0 (optimized),,,,,1.0,1.0,89.53,,,,,,,,,,2019-12,,,,,,single_haiku
SGPT-5.8B-nli,SGPT-5.8B-nli,,,,,1.0,1.0,70.14,,,,,,,,,,2022-02,,,,,,sourced_evidence
SGPT-2.7B-msmarco,SGPT-2.7B-msmarco,,,,,1.0,1.0,67.13,,,,,,,,,,2019-02,,,,,,single_haiku
SGPT-125M-msmarco,SGPT-125M-msmarco,,,,,1.0,1.0,60.72,,,,,,,,,,2022-02,,,,,,sourced_evidence
GLM-XXLarge,GLM-XXLarge,,,,,1.0,2.0,21.40,,,,,,,,,,2024-03,,,,,,single_hermes
Pegasus-XSum (eng-it translation),Pegasus-XSum (eng-it translation),,,,,2.0,2.0,18.10,,,,,,,,,,2019-12,,,,,,single_haiku
"ChatGPT (gpt-3.5-turbo, few-shot)","ChatGPT (gpt-3.5-turbo, few-shot)",GPT-3.5,OpenAI,,,4.0,4.0,39.15,,,,,GPT-3.5-Turbo,,,,,2022-11,,,,,,corroborated_month
"ChatGPT (gpt-3.5-turbo, zero-shot)","ChatGPT (gpt-3.5-turbo, zero-shot)",GPT-3.5,OpenAI,,,4.0,4.0,30.03,,,,,GPT-3.5-Turbo,,,,,2022-11,,,,,,corroborated_month
GPT-3 text-curie-001 (13B),GPT-3 text-curie-001 (13B),,,,,2.0,2.0,4.14,,,,,,,,,,2020,,,,,,corroborated_year
GPT-3 text-babbage-001 (6.7B),GPT-3 text-babbage-001 (6.7B),,,,,2.0,2.0,2.98,,,,,,,,,,2020,,,,,,corroborated_year
GPT-4 (Teaching-Inspired),GPT-4 (Teaching-Inspired),,,,,3.0,3.0,94.33,,,,,,,,,,2023-03,,,,,,corroborated_month
"Qwen2.5-Math-72B-Instruct(TIR,Greedy)","Qwen2.5-Math-72B-Instruct(TIR,Greedy)",,,,,1.0,1.0,88.10,,,,,,,,,,2024-09,,,,,,hf_createdat
"GPT-4 Turbo (MACM, w/code, voting)","GPT-4 Turbo (MACM, w/code, voting)",,,,,1.0,1.0,87.92,,,,,,,,,,2023-11,,,,,,corroborated_month
"Qwen2.5-Math-7B-Instruct(TIR,Greedy)","Qwen2.5-Math-7B-Instruct(TIR,Greedy)",,,,,1.0,1.0,85.20,,,,,,,,,,2024-09,,,,,,hf_createdat
"Qwen2.5-Math-1.5B-Instruct(TIR,Greedy)","Qwen2.5-Math-1.5B-Instruct(TIR,Greedy)",,,,,1.0,1.0,79.90,,,,,,,,,,2024-09,,,,,,hf_createdat
